tic;x;y;z;angle;momx;momy;shield;health;ammo;sector_x;sector_y
4143;2479;-2376;0;13258;0;-4;95;80;50;9;-9
4178;2352;-2352;0;12204;-1;1;95;80;50;9;-9
4213;2351;-2217;0;13786;-1;1;95;80;50;9;-8
4248;2214;-2199;0;19235;-5;-1;95;80;50;8;-8
4283;2333;-2165;0;21520;2;0;95;80;50;9;-8
4318;2219;-2256;0;18532;-6;-1;96;80;50;8;-9
4353;2027;-2275;0;18532;-7;-2;96;80;50;8;-9
4388;1916;-2293;0;18708;-1;-1;96;80;50;7;-9
4492;1895;-2354;0;26266;-2;-7;96;80;49;7;-9
4527;2001;-2550;0;1516;7;-1;96;80;49;8;-10
4562;2159;-2521;8;5559;2;1;96;80;49;8;-10
4597;2234;-2442;24;31540;0;0;96;80;49;8;-9
4632;2277;-2477;24;35583;0;-1;96;80;49;9;-9
4677;2287;-2391;24;8372;0;6;96;80;49;9;-9
4722;2209;-2390;24;4153;-6;-5;96;80;49;8;-9
4757;1982;-2592;0;4153;-7;-6;96;80;49;7;-10
4792;1977;-2596;0;7844;1;0;96;80;49;7;-10
4827;1948;-2566;0;15227;-6;2;96;80;49;7;-10
4862;1693;-2509;0;17864;-9;0;96;80;49;6;-10
4914;1563;-2503;0;17864;-3;0;96;80;49;6;-10
4949;1343;-2563;0;23137;-7;-5;96;80;49;5;-10
4984;1245;-2743;0;26301;-1;-5;96;80;47;4;-10
5019;1218;-2929;0;21907;-4;-6;96;80;47;4;-11
5054;911;-2994;0;21731;-15;-3;96;80;47;3;-11
5089;850;-3371;0;30168;7;-14;96;80;47;3;-13
5124;1135;-3632;0;31575;0;-1;96;80;47;4;-14
5159;1290;-3498;0;5418;9;9;96;80;47;5;-13
5194;1327;-3292;-16;30520;0;-2;96;80;47;5;-13
5229;1271;-3275;-16;30520;-5;5;96;80;47;5;-13
5264;1109;-3048;0;30520;-5;6;96;80;47;4;-12
5299;1002;-2897;0;35969;-1;0;96;80;47;4;-11
5334;1124;-2909;0;34387;3;-1;96;80;47;4;-11
5369;1124;-2914;0;5594;5;4;96;80;47;4;-11
5404;1125;-2904;0;32278;6;-3;96;80;47;4;-11
5439;1299;-3020;0;3133;7;0;96;80;47;5;-12
5474;1320;-2824;0;7879;-1;13;96;80;47;5;-11
5509;1482;-2496;0;33860;9;0;96;80;47;5;-9
5567;1547;-2495;0;848;5;0;96;80;47;6;-9
5602;1764;-2391;0;7000;4;6;96;80;47;7;-9
5637;1916;-2160;0;1903;6;4;96;80;47;7;-8
5672;2112;-2129;0;1200;6;0;96;80;47;8;-8
5707;2379;-2129;0;35969;8;-1;96;80;47;9;-8
5767;2426;-2195;0;3836;-2;-2;96;80;47;9;-8
5802;2463;-2228;0;33508;1;-1;96;80;47;9;-8
5837;2479;-2314;0;27532;0;-6;96;80;47;9;-9
5872;2479;-2546;0;30520;0;-5;96;80;47;9;-10
5907;2505;-2646;0;321;3;-1;96;80;47;10;-10
5942;2724;-2681;-10;31575;6;-4;96;80;47;10;-10
5977;2950;-2874;-24;28586;4;-7;96;80;47;11;-11
6012;3013;-3031;-24;27004;0;-6;96;80;47;12;-12
6047;2996;-3165;-24;25422;-1;-1;96;80;47;11;-12
6082;3013;-3231;-24;29290;2;-7;96;80;47;12;-12
6117;3071;-3366;-26;28059;0;-1;96;80;46;12;-13
6152;3080;-3405;-24;27356;0;-3;93;74;44;12;-13
6187;3079;-3424;-24;34739;-1;0;90;68;43;12;-13
6222;3145;-3440;-24;33860;2;-1;90;68;48;12;-13
6257;3129;-3418;-24;32454;-2;1;90;68;48;12;-13
6305;3113;-3408;-24;25247;-1;-2;90;68;48;12;-13
6340;3030;-3611;-24;25598;-4;-8;90;68;48;12;-14
6375;2999;-3892;-24;27180;0;-9;90;68;48;11;-15
6425;3007;-4008;-24;27180;0;-4;90;68;48;12;-16
6460;3012;-4177;-24;27004;0;-2;90;68;47;12;-16
6539;3013;-4189;-24;25598;0;1;86;60;42;12;-16
6578;3015;-4181;-24;26301;-1;-3;86;60;41;12;-16
6613;3007;-4405;-24;27532;0;-9;86;60;41;12;-17
6648;3020;-4569;-24;26829;0;-3;86;60;41;12;-18
6683;3023;-4598;-24;14700;0;-1;86;60;41;12;-18
6728;3009;-4502;-24;14524;-2;1;86;60;41;12;-18
6763;2830;-4398;-24;13469;-5;1;86;85;41;11;-17
6798;2753;-4250;-24;10481;-2;7;86;85;41;11;-17
6833;2721;-4145;-24;813;-1;0;86;86;51;10;-16
6868;2840;-4185;-24;35934;5;-1;86;87;51;11;-16
6903;2826;-4185;-24;34352;-6;1;86;87;51;11;-16
6938;2704;-4148;-24;27848;0;-2;86;87;51;10;-16
6973;2758;-4344;-24;28551;2;-8;86;87;51;11;-17
7008;2757;-4452;-24;21696;-5;-4;87;87;51;11;-17
7065;2736;-4496;-24;35934;5;-1;87;87;51;10;-17
7100;2993;-4452;-24;813;8;1;87;87;51;11;-17
7135;3224;-4413;-24;5911;1;0;87;87;51;12;-17
7170;3239;-4306;-24;8196;0;7;87;87;51;12;-17
7221;3310;-4145;-24;15930;1;0;62;36;61;13;-16
7271;3227;-4183;-24;16458;-2;0;55;22;61;12;-16
7306;3303;-4209;-24;23665;1;-1;51;14;61;13;-16
7341;3253;-4345;-24;24543;-4;-8;51;14;61;13;-17
7376;3183;-4474;-24;15930;-4;0;51;14;61;12;-17
7411;3067;-4409;-24;9954;-1;0;51;14;60;12;-17
7460;3057;-4430;-24;8196;-1;-6;51;14;58;12;-17
7495;3055;-4519;-24;1692;0;1;51;14;58;12;-18
7530;3136;-4470;-24;286;6;0;51;14;58;12;-17
7565;3311;-4441;-24;6438;0;0;51;15;58;13;-17
7620;3259;-4378;-24;12239;-3;4;51;15;58;13;-17
7655;3288;-4423;-24;12415;3;-5;51;15;58;13;-17
7690;3249;-4477;-24;18040;-7;-1;51;15;58;12;-17
7725;3014;-4484;-24;21379;-3;-1;51;15;58;12;-17
7760;3001;-4553;-24;28059;1;-7;51;15;58;12;-18
7807;3001;-4556;-24;28059;0;-4;51;15;58;12;-18
7842;3037;-4730;-24;29993;2;-6;52;15;58;12;-18
7877;3064;-4848;-24;25071;-1;0;53;25;58;12;-19
7923;2955;-4829;-24;15403;-4;0;54;25;58;11;-19
7962;2941;-4713;-24;7317;0;4;55;25;58;11;-18
8020;3022;-4711;-24;34000;4;-2;55;25;58;12;-18
8055;3065;-4724;-24;22223;0;-1;55;25;58;12;-18
8090;2929;-4777;-24;20114;-4;-2;55;25;58;11;-19
9448;286;-1558;-128;9703;-1;3;0;100;50;1;-6
9483;272;-1556;-113;7770;-2;-6;0;100;50;1;-6
9518;247;-1648;-78;7594;1;5;0;100;50;0;-6
9553;289;-1529;-43;31992;0;0;0;100;50;1;-6
9596;294;-1664;-8;21973;-4;-7;0;100;50;1;-6
9631;175;-1759;-8;9668;-1;-1;0;100;50;0;-7
9666;221;-1644;-8;4219;1;2;0;82;49;0;-6
9701;313;-1511;-8;7383;3;6;0;82;49;1;-6
9736;345;-1327;-8;7734;0;6;0;82;49;1;-5
9771;351;-1244;-8;8613;0;0;0;82;48;1;-4
9817;350;-1252;-8;9141;-1;-1;0;73;46;1;-5
9852;356;-1257;-8;12129;0;0;0;31;45;1;-5
9887;429;-1279;-8;14062;0;-1;0;4;44;1;-5
9922;481;-1317;-8;16411;2;-2;0;0;43;1;-5
9957;502;-1334;-8;15991;0;-1;0;0;43;2;-5
10102;280;-1627;-98;8297;-1;-7;0;100;50;1;-6
10137;287;-1575;-63;8297;0;2;0;100;50;1;-6
10172;290;-1545;-28;6012;0;0;0;100;50;1;-6
10255;405;-1450;-8;4781;5;5;0;85;50;1;-5
10290;586;-1358;-8;32344;1;0;0;76;49;2;-5
10338;596;-1338;-8;29355;-1;1;0;43;46;2;-5
10387;595;-1321;-8;25840;0;-1;0;34;44;2;-5
10422;649;-1444;-8;26895;2;-8;0;34;43;2;-5
10457;644;-1592;-8;14590;-1;-1;0;34;43;2;-6
10492;616;-1539;-8;10020;-2;4;0;10;43;2;-6
10527;573;-1414;-8;11250;-1;1;0;10;42;2;-5
10660;288;-1568;-76;12340;0;-1;0;100;50;1;-6
10695;241;-1586;-41;16910;-7;1;0;100;50;0;-6
10730;-27;-1607;-8;16734;-9;-1;0;100;50;0;-6
10765;-101;-1571;-8;7242;1;5;0;100;50;0;-6
10800;3;-1329;-8;7242;3;7;0;100;50;0;-5
10835;48;-1189;-8;9879;0;0;0;97;49;0;-4
10967;43;-1186;-8;8121;-1;0;0;91;43;0;-4
11002;13;-1373;-8;8121;-2;-8;0;91;43;0;-5
11037;-15;-1530;-8;1617;-1;-1;0;91;43;0;-6
11072;10;-1556;-8;33750;1;-1;0;91;43;0;-6
11107;67;-1545;-8;3375;3;1;0;91;43;0;-6
11142;99;-1537;-8;6715;0;-1;0;88;41;0;-6
11227;97;-1555;-8;8297;-1;-4;0;79;37;0;-6
11262;73;-1622;-8;11285;-3;4;0;79;37;0;-6
11297;-3;-1555;-8;13395;-5;3;0;55;37;0;-6
11332;-67;-1500;-8;2672;-1;0;0;46;37;0;-6
11367;-168;-1504;-8;387;-8;-1;0;46;37;0;-6
11647;-73;-1466;-8;4430;7;1;0;46;35;0;-5
11682;105;-1280;-8;9176;1;7;0;46;35;0;-5
11717;112;-995;-8;9176;-1;8;0;46;35;0;-3
11752;103;-704;-8;9176;-1;8;0;46;35;0;-2
11787;121;-532;-8;211;3;0;0;46;85;0;-2
11822;340;-569;-8;33574;3;-2;0;46;135;1;-2
11857;377;-586;-8;9703;0;-1;0;46;135;1;-2
11892;340;-465;-8;11461;-1;0;0;46;135;1;-1
11927;278;-465;-8;17086;-6;0;0;46;135;1;-1
11962;71;-480;-8;13746;-2;-1;0;46;135;0;-1
11997;53;-479;-8;9176;0;-6;0;46;135;0;-1
12032;60;-480;-8;2320;2;0;0;46;135;0;-1
12067;219;-440;0;7066;2;1;0;46;135;0;-1
12102;240;-539;-8;9000;0;-8;0;46;135;0;-2
12137;240;-821;-8;9000;0;-9;0;46;135;0;-3
12172;240;-992;-8;9000;0;-2;0;46;135;0;-3
12223;240;-979;-8;8121;0;2;0;46;132;0;-3
12258;236;-922;-8;7066;-3;-7;0;11;131;0;-3
12293;148;-1163;-8;9352;-2;-3;0;11;131;0;-4
12328;91;-996;-8;12867;-5;6;0;11;131;0;-3
12363;52;-881;-8;6891;0;1;0;11;130;0;-3
12398;34;-725;-8;10406;-2;7;0;11;130;0;-2
12433;-14;-564;-8;35402;-2;1;0;0;130;0;-2
12582;288;-1568;-35;9000;-1;0;0;100;50;1;-6
12617;287;-1434;-8;9879;-1;4;0;100;50;1;-5
12652;361;-1226;-8;7066;4;6;0;100;50;1;-4
12687;400;-1037;-8;13570;0;1;0;100;49;1;-4
12757;402;-1025;-8;16734;0;-1;0;100;45;1;-4
12804;436;-1023;-8;17613;5;-1;0;94;43;1;-4
12839;695;-1040;-8;17613;6;-1;0;94;43;2;-4
12874;679;-1118;-8;19723;-3;-3;0;94;43;2;-4
12909;645;-1143;-8;15855;-1;-1;0;94;42;2;-4
12982;705;-1146;-8;17789;6;-1;0;85;39;2;-4
13017;787;-1149;-8;17789;0;-1;0;85;37;3;-4
13052;649;-1202;-8;20074;-8;-3;0;85;37;2;-4
13087;381;-1303;-8;20074;-8;-3;0;85;37;1;-5
13122;108;-1355;-8;12516;-7;3;0;85;37;0;-5
13157;32;-1120;-8;7066;1;8;0;85;37;0;-4
13192;197;-908;-8;5133;6;5;0;85;37;0;-3
13227;284;-655;-8;10934;-2;7;0;85;37;1;-2
13262;247;-506;-8;18844;-1;0;0;85;87;0;-2
13297;115;-534;-8;13395;-2;-1;0;85;137;0;-2
13332;73;-465;-8;11988;-2;0;0;85;137;0;-1
13367;85;-478;-8;9879;1;-4;0;85;137;0;-1
13402;96;-516;-8;4254;-5;-5;0;85;137;0;-2
13437;-13;-636;-8;4254;-7;-6;0;45;136;0;-2
13472;-210;-810;-8;3551;-3;-2;0;45;136;0;-3
13507;-140;-764;-8;3199;3;2;0;45;135;0;-3
13542;47;-771;-8;387;7;-2;0;45;135;0;-3
13577;233;-641;-8;10230;0;7;0;45;135;0;-2
13612;197;-361;0;9352;-1;8;0;45;135;0;-1
13647;195;-149;0;2496;3;2;0;45;135;0;0
13682;390;-103;0;3199;2;-1;0;70;135;1;0
13717;436;-30;0;11812;0;1;0;70;135;1;0
13752;425;-26;0;21305;-4;-3;0;70;135;1;0
13787;272;-125;0;23590;-2;-1;0;70;135;1;0
13822;224;-186;0;25875;-1;-1;0;70;134;0;0
13865;224;-135;0;26754;0;2;0;70;132;0;0
13900;217;-35;0;28512;-2;2;0;70;131;0;0
13935;281;-148;0;30445;3;-6;0;70;131;1;0
13970;312;-176;0;19020;0;0;0;70;131;1;0
14007;290;-169;0;19195;4;1;0;70;130;1;0
14042;392;-146;0;14449;0;0;0;50;129;1;0
14077;336;-80;0;19020;-3;-1;0;50;129;1;0
14112;196;-56;0;13570;-6;3;0;30;129;0;0
14147;-12;113;0;16559;-8;3;0;55;129;0;0
14462;-246;698;0;30059;5;-6;0;52;27;0;2
14497;-108;555;0;32344;4;-4;0;52;27;0;2
14532;-49;499;0;29355;1;-5;0;52;27;0;1
14567;-17;329;0;25840;0;-4;0;52;27;0;1
14602;-17;294;0;13535;0;-1;0;52;27;0;1
14641;-48;445;0;10371;-1;6;0;52;27;0;1
14676;-113;556;0;14414;-5;3;0;52;27;0;2
15313;-247;702;0;31289;1;-3;0;47;24;0;2
15348;-87;531;0;31289;5;-6;0;47;24;0;2
15383;-17;371;0;26016;-1;-7;0;47;24;0;1
15418;-37;224;0;26543;-1;0;0;47;24;0;0
15453;-40;206;0;26543;-1;-4;0;47;24;0;0
15488;-91;113;8;19160;-2;-2;0;47;24;0;0
15523;-69;80;8;15996;2;-1;0;12;23;0;0
15558;67;56;0;15996;2;-1;0;12;22;0;0
15593;186;5;0;15996;-4;1;0;12;22;0;0
15628;-40;93;0;16172;-6;2;0;12;22;0;0
15663;-145;131;0;16172;2;-1;0;12;22;0;0
15698;-3;85;0;16172;7;-3;0;12;22;0;0
15733;81;57;0;9141;0;-1;0;12;22;0;0
15781;170;31;0;31254;6;-4;0;12;22;0;0
15816;262;-176;0;31430;0;0;0;12;22;1;0
15854;254;-148;0;29848;-2;3;0;12;22;1;0
15889;368;-118;0;3164;6;2;0;12;22;1;0
15924;491;47;0;10547;-1;0;0;12;22;1;0
15959;483;-32;0;10547;-2;-2;0;12;22;1;0
15994;439;86;-8;8965;-1;1;0;12;22;1;0
16029;433;-42;0;8965;-1;-4;0;12;21;1;0
16064;346;-176;0;9492;-2;0;0;12;21;1;0
16099;294;-87;0;6504;-1;0;0;12;21;1;0
16134;386;-50;0;5977;4;4;0;12;21;1;0
16169;450;20;0;8262;-1;-6;0;12;21;1;0
16204;455;48;0;8613;0;0;0;12;20;1;0
16239;439;-87;0;8789;-3;-4;0;12;20;1;0
16274;321;-92;0;15117;-7;3;0;12;20;1;0
16309;135;-17;0;13535;-6;5;0;12;20;0;0
16344;-25;126;0;12129;-2;1;0;12;20;0;0
16379;-42;338;0;8613;0;7;0;12;20;0;1
16414;-78;545;0;14590;-5;4;0;12;20;0;2
16825;-154;589;0;31113;3;-3;0;12;20;0;2
16860;-47;496;0;29355;3;-5;0;12;20;0;1
16895;-33;264;0;26191;-1;-5;0;12;20;0;1
16930;-39;218;0;30059;-1;-1;0;12;19;0;0
16985;-2;117;0;32344;0;-3;0;12;19;0;0
17020;7;93;0;30059;0;-1;0;12;19;0;0
17117;117;-51;0;30586;4;-5;0;12;19;0;0
17152;198;-172;0;35508;0;-1;0;12;19;0;0
17187;354;-98;0;5660;5;4;0;12;19;1;0
17233;465;15;0;9703;0;-6;0;12;19;1;0
17268;466;-17;0;8740;-1;-1;0;0;18;1;0
17772;6;30;0;28652;1;-5;0;100;50;0;0
17807;-3;-48;0;23379;-3;-1;0;100;50;0;0
17842;-26;-48;0;11074;-1;0;0;100;50;0;0
17877;-45;144;0;8086;0;7;0;100;50;0;0
17912;-2;285;0;8438;0;1;0;100;100;0;1
17947;-16;425;0;4043;-1;1;0;100;100;0;1
17982;60;432;0;35121;6;-1;0;100;100;0;1
18017;169;416;0;8438;0;-1;0;100;100;0;1
18052;83;480;0;15996;-7;3;0;100;100;0;1
18105;1687;360;-64;31500;-2;1;0;100;8;6;1
18144;1736;312;-64;32730;2;-2;0;100;8;6;1
18179;1764;290;-64;29391;0;-1;0;100;7;7;1
18297;1898;186;-64;29355;4;-7;0;100;7;7;0
18332;2024;-66;-64;25312;0;-8;0;100;7;8;0
18367;2009;-213;-64;24961;0;1;0;100;7;8;0
18402;2015;-202;-64;24961;1;4;0;100;6;8;0
18437;2105;40;-64;24961;2;7;0;100;6;8;0
18472;2072;0;-64;24434;-4;-7;0;100;6;8;0
18507;1938;-247;-64;25664;-3;-8;0;100;6;7;0
18542;1843;-518;-64;22676;-5;-7;0;100;6;7;-2
18577;1704;-769;-64;22676;-4;-8;0;100;6;6;-3
18612;1533;-1000;-64;24609;-4;-8;0;100;6;6;-4
18647;1459;-1107;-64;16348;-5;0;0;100;10;5;-4
18682;1258;-975;-64;11777;-5;6;0;100;10;5;-3
18717;1179;-812;-64;15117;-2;1;0;100;14;4;-3
18752;1018;-658;-64;10898;-4;7;0;100;14;4;-2
18787;969;-376;-64;8789;0;8;0;100;14;3;-1
18822;962;-228;-64;17930;-1;0;0;100;14;3;0
18857;831;-242;-64;20215;-1;0;0;100;18;3;0
18892;986;-173;-64;24609;2;1;0;100;18;3;0
18927;1012;-161;-64;30762;0;0;0;100;18;4;0
18976;1136;-280;-64;33047;3;-3;0;100;18;4;-1
19011;1147;-292;-64;30762;-1;0;0;100;18;4;-1
19071;1125;-254;-64;29531;-3;5;0;100;17;4;-1
19106;1024;-41;-56;29355;-1;0;0;100;17;4;0
19141;1049;-169;-64;27949;0;-2;0;100;16;4;0
19176;1052;-189;-64;25664;0;-1;0;100;16;4;0
19224;960;-318;-64;27422;-2;-2;0;100;16;3;-1
19259;941;-247;-64;27422;-1;7;0;100;15;3;0
19294;925;0;-56;29707;1;-2;0;100;15;3;0
19329;1063;-161;-64;33750;3;-4;0;100;15;4;0
19364;1153;-223;-64;32695;5;-4;0;100;15;4;0
19399;1255;-284;-64;34277;-2;0;0;100;15;5;-1
19434;1132;-247;-64;28828;-2;0;0;100;15;4;0
19470;1121;-241;-64;26543;0;0;0;94;14;4;0
19505;1129;-139;-64;26543;0;7;0;94;14;4;0
19540;1147;65;-56;21445;0;0;0;94;14;4;0
19575;1090;-10;-56;23730;-5;-7;0;94;14;4;0
19610;947;-231;-64;26367;-2;-4;0;94;14;3;0
19645;927;-262;-64;2672;-1;-1;0;94;14;3;-1
19682;1015;-123;-56;6363;3;6;0;94;14;4;0
19717;1165;71;-56;2848;3;1;0;94;14;4;0
19812;1149;-1105;-64;13957;-4;0;0;94;14;4;-4
19847;1034;-1010;-64;17473;-1;1;0;94;14;4;-4
19905;1032;-1008;-64;30129;2;-4;0;94;14;4;-4
19940;1102;-1120;-64;26789;0;-1;0;94;14;4;-4
19975;1061;-1136;-64;18879;-5;-1;0;94;14;4;-4
20010;834;-1102;-64;19055;-5;0;0;94;14;3;-4
20045;785;-1097;-64;28195;0;-3;0;94;14;3;-4
20114;787;-1152;-64;28723;-2;5;0;94;14;3;-4
20149;815;-1158;-64;32062;0;-2;0;94;14;3;-4
20184;790;-1143;-64;32590;2;-1;0;94;14;3;-4
20219;879;-1206;-64;26789;-1;-3;0;94;14;3;-4
20303;-216;-284;-64;8297;0;6;0;95;14;0;-1
20338;-213;-70;-64;9703;-1;2;0;98;14;0;0
20373;-231;148;-64;8473;0;8;4;98;14;0;0
20408;-214;437;-64;11109;-1;8;5;101;14;0;1
20443;-212;503;-64;11461;2;-6;6;102;14;0;2
20478;-233;498;-64;15152;-1;0;6;102;14;0;1
20542;-237;542;-64;27105;-1;5;6;102;14;0;2
20632;942;-1233;-64;12797;0;0;6;102;14;3;-4
20699;891;-1280;-64;17543;-1;-1;6;102;14;3;-5
20769;-232;-336;-64;7945;0;5;6;102;14;0;-1
20804;-232;-335;-64;7945;-2;-7;6;102;14;0;-1
20860;-240;-334;-64;4430;0;0;6;102;14;0;-1
20912;-240;-265;-64;28125;-1;5;6;102;14;0;-1
20947;-218;-280;-64;26543;0;-8;6;102;14;0;-1
21001;-212;-325;-64;26191;0;5;6;102;14;0;-1
21036;-209;-101;-64;26191;0;7;6;102;14;0;0
21071;-209;185;-64;26191;0;8;6;102;14;0;0
21106;-209;474;-64;26191;0;8;6;102;14;0;1
21179;854;-1233;-64;10863;-2;0;6;102;14;3;-4
21283;-225;-296;-64;9000;-1;6;6;102;14;0;-1
21318;-225;-24;-64;9000;-1;8;6;102;14;0;0
21353;-225;267;-64;9000;-1;8;6;102;14;0;1
21388;-225;559;-64;9000;-1;8;6;102;14;0;2
21471;864;-1233;-64;11918;-1;0;6;102;14;3;-4
21511;856;-1205;-64;9281;-1;5;6;102;14;3;-4
21546;760;-979;-64;13676;-6;5;6;102;14;3;-3
21581;652;-872;-64;19125;0;0;1;100;14;2;-3
21616;666;-863;-64;17016;0;0;0;89;13;2;-3
21654;693;-870;-64;18949;1;-1;0;56;12;2;-3
21689;645;-850;-64;15785;-6;3;0;56;12;2;-3
21724;590;-817;-64;20883;-1;0;0;56;11;2;-3
21775;565;-765;-64;14906;-1;0;0;81;11;2;-3
21810;457;-770;-64;19301;-8;-2;0;81;11;1;-3
21845;293;-849;-64;26156;-1;-1;0;81;11;1;-3
21880;190;-991;-64;23344;-5;-7;0;100;11;0;-3
21915;144;-1062;-64;33715;0;-1;0;100;11;0;-4
21950;264;-1114;-64;3867;0;-1;0;100;11;1;-4
21985;367;-956;-64;8262;2;7;0;100;11;1;-3
22020;397;-694;-69;9141;0;4;0;100;11;1;-2
22055;400;-685;-84;9141;-1;3;0;90;11;1;-2
22092;397;-633;-88;9141;-1;0;0;80;11;1;-2
22128;400;-783;-64;11777;0;-4;0;70;11;1;-3
22163;345;-812;-64;17754;-7;0;0;70;11;1;-3
22198;254;-810;-64;8086;-1;0;0;70;11;1;-3
22282;298;-879;-64;29145;3;-7;0;70;11;1;-3
22317;391;-1124;-64;30727;1;-4;0;70;11;1;-4
22352;365;-1142;-64;35121;0;0;0;70;11;1;-4
22387;407;-1154;-64;35121;0;-1;0;70;11;1;-4
22445;318;-1162;-64;703;-8;-1;0;70;10;1;-4
22480;223;-1132;-64;5449;2;3;0;70;10;0;-4
22515;371;-933;-64;3516;5;6;0;70;10;1;-3
22550;610;-906;-64;32133;6;-5;0;70;18;2;-3
22585;734;-992;-64;32133;-4;2;0;70;18;2;-3
22620;544;-840;-64;31957;-5;3;0;70;18;2;-3
22655;563;-925;-64;30727;3;-7;0;70;18;2;-3
22690;791;-1050;-64;31605;7;-4;0;70;18;3;-4
22725;899;-1136;-64;19301;0;0;0;70;18;3;-4
22760;777;-1136;-64;25453;-2;0;0;70;18;3;-4
22795;775;-1136;-64;703;3;0;0;70;18;3;-4
22830;1018;-1118;-64;35473;8;-1;0;70;18;4;-4
22896;1202;50;-56;21270;-2;-2;0;70;18;4;0
22931;1113;7;-56;26016;-1;-1;0;70;18;4;0
22966;1127;-110;-58;28652;0;-3;0;70;18;4;0
23001;1183;-232;-64;33926;0;-2;0;70;18;4;0
23036;1197;-309;-64;35684;0;-2;0;70;18;4;-1
23071;1247;-309;-64;2145;0;-1;0;70;18;4;-1
23114;1247;-279;-64;3727;0;0;0;70;18;4;-1
23179;1252;-296;-64;27246;0;-1;0;70;18;5;-1
23217;1253;-275;-64;23555;-2;-2;0;70;18;5;-1
23252;1194;-340;-64;22148;-1;-1;0;70;18;4;-1
23295;1199;-376;-64;29004;1;-6;0;70;18;4;-1
23330;1250;-512;-88;28652;-2;3;100;70;38;5;-2
23365;1236;-463;-88;34805;-1;0;99;66;38;4;-1
23400;1289;-578;-64;26367;0;-8;98;62;38;5;-2
23435;1285;-725;-64;22852;-1;-1;98;62;38;5;-2
23470;1222;-726;-64;19512;-7;-1;98;62;38;4;-2
23505;959;-766;-64;17227;-6;-1;98;62;38;3;-3
23540;866;-763;-64;12832;-2;0;98;62;38;3;-3
23575;733;-593;-64;11250;-4;7;98;87;38;2;-2
23610;709;-347;-64;6328;3;4;98;87;38;2;-1
23645;759;-297;-64;35297;0;0;98;87;38;3;-1
23680;929;-317;-64;176;2;-1;98;87;38;3;-1
23715;958;-320;-64;33715;0;-1;98;87;38;3;-1
23766;1043;-169;-64;6328;3;7;98;87;38;4;0
23801;1084;-89;-56;33363;0;0;98;87;38;4;0
23860;1035;-159;-64;23344;-5;-6;98;87;38;4;0
23895;844;-360;-64;22641;-6;-6;98;87;38;3;-1
23930;725;-608;-64;27914;0;-9;97;83;38;2;-2
23965;841;-851;-64;35473;6;-4;97;83;38;3;-3
24000;1115;-859;-64;527;8;0;97;83;38;4;-3
24035;1405;-859;-64;1230;8;0;97;83;38;5;-3
24070;1684;-788;-64;3516;7;3;97;83;38;6;-3
24105;1896;-604;-64;7383;3;7;97;83;42;7;-2
24140;1955;-325;-64;7559;1;8;97;83;42;7;-1
24175;2025;-77;-64;9316;0;2;97;100;42;8;0
24210;1965;118;-64;10898;-4;7;97;100;42;7;0
24245;1803;322;-64;20566;-5;1;97;100;42;7;1
24280;1739;242;-64;26719;-2;-8;97;100;42;6;0
24315;1729;90;-64;33926;-1;-1;97;100;42;6;0
24350;1787;142;-64;4605;4;5;97;100;41;7;0
24385;1898;256;-64;10758;0;0;97;100;41;7;1
24420;1786;327;-64;15504;-7;3;97;100;41;7;1
24499;-39;479;8;27105;1;-8;97;100;41;0;1
24534;10;196;0;26578;0;-9;97;100;41;0;0
24569;-1;-48;0;26578;-1;-1;97;100;41;0;0
24672;-40;-22;0;12375;-5;4;97;100;41;0;0
24707;-56;104;0;7277;2;2;97;100;41;0;0
24742;-20;370;0;8859;0;13;97;100;41;0;1
24777;57;576;8;29391;4;-9;97;100;41;0;2
24812;452;380;0;35719;15;-1;97;100;41;1;1
24847;994;362;0;1652;10;0;97;100;41;3;1
24882;1105;385;0;35016;-5;1;97;100;41;4;1
24917;883;425;0;35016;-1;0;97;100;41;3;1
24952;1076;367;0;33961;7;-4;97;100;41;4;1
24987;1281;305;0;949;6;0;94;93;41;5;1
25022;1439;321;0;30445;1;0;94;93;41;5;1
25057;1480;162;0;24293;-1;-4;94;93;41;5;0
25092;1477;123;0;25699;-1;-2;94;93;40;5;0
25127;1378;-67;0;24293;-5;-7;94;93;40;5;0
25162;1320;-155;0;598;-1;-1;94;93;40;5;0
25197;1451;-242;0;28512;3;-7;94;93;40;5;0
25232;1491;-514;0;24117;-2;-8;94;93;40;5;-2
25267;1548;-466;0;24117;3;6;94;93;40;6;-1
25302;1622;-420;0;29918;2;-5;94;100;40;6;-1
25337;1647;-504;0;34137;0;-2;94;100;40;6;-2
25372;1545;-565;0;2355;-7;-4;94;100;40;6;-2
25407;1424;-622;0;8859;0;1;94;100;40;5;-2
25442;1427;-493;0;14660;0;0;94;100;40;5;-1
25477;1360;-511;0;19582;0;-2;94;100;40;5;-2
25512;1417;-506;0;13781;0;0;94;100;40;5;-2
25547;1363;-329;0;4816;1;7;94;100;40;5;-1
25582;1512;-106;0;8156;2;7;94;100;40;6;0
25617;1479;159;0;12551;-5;6;94;100;40;5;0
25652;1401;266;0;15188;-5;2;94;100;40;5;1
25687;1357;291;0;17824;-1;0;94;100;40;5;1
25723;1301;293;0;17824;-6;0;94;100;40;5;1
25758;1059;304;0;13430;-4;0;94;100;40;4;1
25793;1001;429;0;14660;-1;0;94;100;40;4;1
25828;825;424;0;18527;-8;-1;94;100;40;3;1
